[2016-04-13 13:08:11,407][DEBUG][com.jzctb.mis.action.EncryptAction.validate(EncryptAction.java:28)] - 请输入要加密或解密的源字符串
	at com.opensymphony.xwork2.interceptor.DefaultWorkflowInterceptor.doIntercept(DefaultWorkflowInterceptor.java:167)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.validator.ValidationInterceptor.doIntercept(ValidationInterceptor.java:265)
	at org.apache.struts2.interceptor.validation.AnnotationValidationInterceptor.doIntercept(AnnotationValidationInterceptor.java:68)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ConversionErrorInterceptor.intercept(ConversionErrorInterceptor.java:138)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ParametersInterceptor.doIntercept(ParametersInterceptor.java:254)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ParametersInterceptor.doIntercept(ParametersInterceptor.java:254)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.StaticParametersInterceptor.intercept(StaticParametersInterceptor.java:191)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.MultiselectInterceptor.intercept(MultiselectInterceptor.java:73)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.CheckboxInterceptor.intercept(CheckboxInterceptor.java:91)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:252)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ModelDrivenInterceptor.intercept(ModelDrivenInterceptor.java:100)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ScopedModelDrivenInterceptor.intercept(ScopedModelDrivenInterceptor.java:141)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ChainingInterceptor.intercept(ChainingInterceptor.java:145)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.PrepareInterceptor.doIntercept(PrepareInterceptor.java:171)
	at com.opensymphony.xwork2.interceptor.MethodFilterInterceptor.intercept(MethodFilterInterceptor.java:98)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.I18nInterceptor.intercept(I18nInterceptor.java:139)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.interceptor.ServletConfigInterceptor.intercept(ServletConfigInterceptor.java:164)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.AliasInterceptor.intercept(AliasInterceptor.java:193)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at com.opensymphony.xwork2.interceptor.ExceptionMappingInterceptor.intercept(ExceptionMappingInterceptor.java:189)
	at com.opensymphony.xwork2.DefaultActionInvocation.invoke(DefaultActionInvocation.java:246)
	at org.apache.struts2.impl.StrutsActionProxy.execute(StrutsActionProxy.java:54)
	at org.apache.struts2.dispatcher.Dispatcher.serviceAction(Dispatcher.java:562)
	at org.apache.struts2.dispatcher.ng.ExecuteOperations.executeAction(ExecuteOperations.java:77)
	at org.apache.struts2.dispatcher.ng.filter.StrutsPrepareAndExecuteFilter.doFilter(StrutsPrepareAndExecuteFilter.java:99)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:503)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)
	at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421)
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1070)
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)
	at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(Unknown Source)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Unknown Source)
[2016-04-13 17:33:40,821][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:33:40,825][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:33:40,825][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:33:40,842][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:33:47,318][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:33:47,330][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:33:47,330][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:33:47,330][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:34:11,745][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:34:11,745][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:34:11,753][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:34:11,754][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:35:31,975][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:35:31,984][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:35:31,984][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:35:31,985][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:46:36,445][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:46:36,446][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:46:36,446][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:46:36,447][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:47:44,435][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:47:44,435][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:47:44,444][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:47:44,444][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:28,439][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:28,439][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:28,439][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:28,562][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:29,911][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:29,911][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:29,924][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:29,926][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:30,665][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:30,665][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:30,665][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:30,665][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:31,197][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:31,197][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:31,212][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:31,213][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:33,069][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:33,069][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:33,076][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [123456781]
[2016-04-13 17:49:33,076][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [Jzvo1+RjYDix+wimZC2TapzGpUJpeYch]
[2016-04-13 17:49:34,018][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:34,018][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:34,018][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [123456781]
[2016-04-13 17:49:34,018][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [Jzvo1+RjYDix+wimZC2TapzGpUJpeYch]
[2016-04-13 17:49:36,276][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:36,276][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:36,284][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:36,284][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:37,056][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:37,056][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:37,056][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:37,056][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:49:37,694][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:49:37,694][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:49:37,708][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:49:37,708][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:50:48,589][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:50:48,607][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:50:48,607][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:50:48,608][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:54:55,060][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:54:55,076][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:54:55,076][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:54:55,077][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [yBzBXwlObFYDuITg9fl6f5Oi+vypOTEk]
[2016-04-13 17:56:54,797][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 17:56:54,801][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 17:56:54,801][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 17:56:54,802][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [bzT7yiW+SZP9t4lvbxTMpmGAX+1+5et/]
[2016-04-13 18:11:36,038][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:11:36,040][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:11:36,040][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:11:36,042][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [bzT7yiW+SZP9t4lvbxTMpmGAX+1+5et/]
[2016-04-13 18:11:44,128][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:11:44,143][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:11:44,143][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:11:44,144][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [bzT7yiW+SZP9t4lvbxTMpmGAX+1+5et/]
[2016-04-13 18:11:57,701][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:11:57,701][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:11:57,701][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:11:57,702][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [bzT7yiW+SZP9t4lvbxTMpmGAX+1+5et/]
[2016-04-13 18:16:05,964][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:05,964][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:05,964][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:16:06,048][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [hpmXH1Gsz/HYG22pa4geNx2agkTOY10Q]
[2016-04-13 18:16:15,031][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:15,031][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:15,037][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:16:15,038][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [R55y76r7i4LYaVFtORcI2ylcHItFDwGY]
[2016-04-13 18:16:16,835][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:16,835][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:16,836][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:16:16,837][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [dL48Wk6oWOfeTTTF/S9cxfRGNqtd8Jes]
[2016-04-13 18:16:47,802][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:47,802][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:47,805][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:16:47,806][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [anjObdUp+3+icw4GBF9eUyfHbnvJDHYU]
[2016-04-13 18:16:49,067][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:49,068][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:49,068][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:16:49,070][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [nyG7zTZ8HF4lpR122r+ta98pcdoaJpFC]
[2016-04-13 18:16:49,976][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:49,976][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:49,976][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
[2016-04-13 18:16:49,976][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:18)] - string2 = [zC6jWU5hp3J4ZInUjCoGbS/jeTvNWlO6]
[2016-04-13 18:16:50,810][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:13)] - string1 = [1234567890ABCDEF]
[2016-04-13 18:16:50,810][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:14)] -    mode = [0]
[2016-04-13 18:16:50,812][DEBUG][com.jzctb.mis.action.EncryptAction.execute(EncryptAction.java:15)] -     key = [12345678]
